episode,question_id,total_reward,num_steps,num_llm_calls,final_status,verification_pass,citation_support,latency_seconds,token_usage,buffer_size,total_gradient_updates,critic_loss,actor_loss_retriever,actor_loss_rewriter,actor_loss_grader,actor_loss_generator,actor_loss_verifier,trained_so_far
180,Q019,0.2702,4,2,accepted,1,0.5,3.677,330,720,329,0.002951,-0.426467,nan,-0.415038,-0.489,-0.578889,True
181,Q011,0.2943,4,2,accepted,1,0.75,7.497,594,724,331,0.005153,-0.435072,nan,-0.436146,-0.536622,-0.562083,True
182,Q014,0.1831,4,2,accepted,1,0.6667,5.914,596,728,333,0.005195,-0.417828,nan,-0.380925,-0.468991,-0.483399,True
183,Q021,0.2737,4,2,accepted,1,1.0,3.102,811,732,335,0.002658,-0.417718,nan,-0.394632,-0.507779,-0.654544,True
184,Q004,0.6075,4,3,accepted,1,1.0,19.011,1026,736,337,0.006554,-0.438804,nan,-0.399044,-0.514189,-0.612044,True
185,Q009,0.391,4,2,accepted,1,1.0,4.061,166,740,339,0.002742,-0.468481,nan,-0.380687,-0.513385,-0.582524,True
186,Q002,0.5626,4,2,accepted,1,1.0,2.951,650,744,341,0.005233,-0.483495,nan,-0.365114,-0.495314,-0.549382,True
187,Q035,0.3712,4,3,accepted,1,0.6667,20.718,1390,748,343,0.003037,-0.482209,nan,-0.410063,-0.525373,-0.574883,True
188,Q030,0.3351,4,2,accepted,1,1.0,5.815,1548,752,345,0.005764,-0.545989,nan,-0.434851,-0.514264,-0.577511,True
189,Q009,0.3908,4,2,accepted,1,1.0,4.54,166,756,347,0.004429,-0.464114,nan,-0.395539,-0.487183,-0.604663,True
190,Q037,0.5189,4,3,accepted,1,1.0,17.423,1164,760,349,0.004044,-0.492574,nan,-0.401849,-0.458397,-0.581958,True
191,Q006,-0.6566,10,6,rejected,0,0.5,17.493,1545,770,354,0.005891,-0.458329,nan,-0.398008,-0.529247,-0.555425,True
192,Q012,0.3246,4,2,accepted,1,1.0,6.168,695,774,356,0.003348,-0.437669,nan,-0.365697,-0.490985,-0.566431,True
193,Q028,0.5409,4,2,accepted,1,1.0,3.211,621,778,358,0.00479,-0.507369,nan,-0.405704,-0.51969,-0.644344,True
194,Q025,0.4201,4,2,accepted,1,1.0,5.22,484,782,360,0.004967,-0.543348,nan,-0.462685,-0.524683,-0.61149,True
195,Q003,-0.7617,10,6,rejected,0,0.5,16.315,3108,792,365,0.005549,-0.438407,nan,-0.424291,-0.523812,-0.605889,True
